관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
부평아트센터,관광지,인천광역시 부평구 아트센터로 166,인천광역시 부평구 십정동 186-22,37.4822383,126.7049334,17236,수유실+놀이방,해당없음,해당없음,공연+전시,카페+레스토랑,유료,2015-05-06,600,259,뮤지컬+음악회+전시회 등,032-500-2000,인천광역시 부평문화재단,2023-06-26,3540000,인천광역시 부평구
기후변화체험관,관광지,인천광역시 부평구 장제로 267,인천광역시 부평구 갈산동 403,37.50932668,126.7307645,1279,수유실,해당없음,해당없음,생태교육체험,해당없음,무료,2017-02-20,100,4,생태교육프로그램 체험,032-509-3900,인천광역시 부평구청,2023-06-26,3540000,인천광역시 부평구
부평역사박물관,관광지,인천광역시 부평구 굴포로 151,인천광역시 부평구 삼산동 451-1,37.51214216,126.7379081,3108,해당없음,해당없음,해당없음,전시,카페,무료,2013-03-13,100,31,부평 역사관련 전시물 관람,032-515-6471,인천광역시 부평구청,2023-06-26,3540000,인천광역시 부평구
부평안전체험관,관광지,인천광역시 부평구 굴포로 110,인천광역시 부평구 삼산동 441-6,37.51098789,126.7333177,10240,해당없음,해당없음,해당없음,안전교육체험,카페,무료,2017-02-20,100,65,재난상황 시뮬레이션 체험,032-509-3940,인천광역시 부평구청,2023-06-26,3540000,인천광역시 부평구
인천나비공원,관광지,인천광역시 부평구 평천로 26-47,인천광역시 부평구 청천동 68-12,37.52026697,126.6927245,1674,수유실,해당없음,해당없음,전시,카페,무료,2017-02-20,500,24,살아있는 나비 등 관람,032-509-8824,인천광역시 부평구청,2023-06-26,3540000,인천광역시 부평구
오색관광지,관광지,,강원도 양양군 서면 가라피리 165,38.07706115,128.5128997,196280,관리사무소+주차장+하수도시설+도로+취사장+공중화장실,가족호텔+콘도미니엄+모텔+산장+방가로+팬션,수영장+클럽하우스+골프연습장,야영장+조경휴게소,,,1994-10-26,3000,1000,설악산과 오색령에 아름다운 자연경관을 볼수 있음,033-670-2724,강원도 양양군청,2023-06-29,4350000,강원도 양양군
지경관광지,관광지,,강원도 양양군 현남면 지리 5-1,37.92741327,128.7948611,157699,주차장,호텔+생활형숙박시설,농촌체험장,수동골센타+캠핑장및 카라반,,,2016-09-23,3000,1500,동해안 해안절경 감상,033-670-2724,강원도 양양군청,2023-06-29,4350000,강원도 양양군
설해원(양양국제공항),관광단지,,강원도 양양군 손양면 동호리 510-28,38.05555608,128.6641979,2730114,주차장+경비실+직원숙소,관광호텔+휴양콘도미니엄+생활형숙박시설,골프장+체육관,박물관+힐링가든+미술관,,,2019-12-23,5000,2500,장기체류형 종합 스포츠레저단지,033-670-2724,강원도 양양군청,2023-06-29,4350000,강원도 양양군
좌구산휴양랜드,관광지,충청북도 증평군 증평읍 솟점말길 107,충청북도 증평군 증평읍 율리 산 61-1,36.70556821,127.6511216,730000,관리사무소+화장실+주차장,좌구산 휴양림+율리휴양촌+오토캠핑장,좌구산줄타기+사계절썰매장+MTB코스+가상증강현실 종합전시체험장+숲속모험시설,명상구름다리+좌구산 숲명상의 집+삼기생태공원+별천지공원+별천지숲인성학교,,,2005-10-01,5000,230,"증평의 명산 좌구산에 조성된 휴양랜드로서, 휴양림, 캠핑, 명상구름다리, 명상의 집, 줄타기체험, 사계절썰매장 등 다양한 체험시설과 아름다운 풍경을 한눈에 담을 수 있음",043-835-4551,충청북도 증평군청 휴양랜드사업소,2023-06-28,5570000,충청북도 증평군
좌구산 천문대,관광지,충청북도 증평군 증평읍 솟점말길 187,충청북도 증평군 증평읍 율리 산 61-1,36.70370345,127.6530963,892,관리사무소+화장실+주차장+야외화장실,,천체관측+천체투영실+Spacelab전시실+VR체험관,,,,2013-09-04,160,22,356mm 굴절망원경을 갖추어 천체의 생생한 모습과 좌구산의 맑고 깨끗한 밤하늘을 관찰할 수 있음,043-835-4573,충청북도 증평군청 휴양랜드사업소,2023-06-28,5570000,충청북도 증평군
증평민속체험박물관,관광지,충청북도 증평군 증평읍 둔덕길 89,충청북도 증평군 증평읍 남하리 91,36.7638886,127.5955694,21980,휴게실+수유실+야외정자+흔들벤치+장애인화장실,,어린이체험전시+전통놀이체험+민속품체험+한옥체험+공예체험+농경문화체험,두레관+문화체험관+향토자료관+한옥체험장+공예체험장+대장간체험장,,,2010-06-12,1000,50,"증평의 역사와 전통문화를 만날 수 있는 문화공간으로 증평의 문화재, 옛 사진, 출토유물, 고서, 민속품 등 다양한 문화유산을 관람할 수 있으며, 농경문화체험과 전시연계교육 등 종합적인 교육체험을 할 수 있음",043-835-4152,충청북도 증평군청 문화관광과,2023-06-28,5570000,충청북도 증평군
보강천 미루나무숲,관광지,,충청북도 증평군 증평읍 송산리 649-45,36.78834006,127.5810146,20000,관리사무소+화장실+주차장,,어린이 놀이체험기구+휴식쉼터,보강천생태공원+보강천 김득신도서관,,,2019-10-21,500,50,"보강천 수변에 위치하고 형형색색 이국풍의 꽃과 풍차, 분수, 놀이터 등 다양한 휴식공간을 갖추며, 산책뿐만 아니라 사진을 찍으며 추억을 쌓기 좋은 곳, 증평인삼골 축제 개최",043-835-3482,충청북도 증평군청 축산산림과,2023-06-28,5570000,충청북도 증평군
증평인삼문화센터,관광지,충청북도 증평군 증평읍 중부로 2451,충청북도 증평군 증평읍 송산리 94-1,36.79588146,127.5817602,20774,화장실+주차장,,,,충북인삼유통센터+상설판매장,,2005-09-23,500,118,지역 농특산물인 인삼을 판매하는 대표 인삼판매장,043-835-3732,충청북도 증평군청 농업유통과,2023-06-28,5570000,충청북도 증평군
에듀팜특구관광단지(벨포레리조트),관광단지,충청북도 증평군 도안면 벨포레길 346,충청북도 증평군 증평읍 연촌리 산 58,36.84514868,127.5821182,2622825,관리사무소+화장실+주차장,휴양콘도(펫동반 가능 객실 보유),골프장+익스트림루지+수상레저+마리나클럽+디노시네마+몬테소리+미디어아트센터,벨포레목장+국제정원+펫포레플레이그라운드 및 힐링코스,,,2009-10-02,8328,2776,충청북도 유일한 관광특구단지+중부권 최대관광단지로 다양한 액티비티 활동과 휴양시설을 갖춤,1566-0162,㈜블랙스톤에듀팜리조트,2023-06-28,5570000,충청북도 증평군
황령산관광지,관광지,부산광역시 수영구 황령산로 156,부산광역시 수영구 광안동 산 60-1,35.1552432,129.1029084,174890,관리사무소+화장실+주차장,,,,,,1987-03-02,10000,80,"부산광역시 금련산청소년수련원 일대이며, 부산 도심 속 천혜의 황령산 자락에 위치하고 있어 부산의 랜드마크인 광안리 해수욕장, 광안대교, 해운대를 한눈에 바라볼 수 있음.",051-610-3211,금련산청소년수련원,2023-06-16,3380000,부산광역시 수영구
이바구공작소,관광지,부산광역시 동구 망양로486번길 14-13,부산광역시 동구 초량동 875-2,35.11709939,129.0338233,264.51,화장실+주차장,,,,,,2013-02-21,15,2,산복도로 사람들의 삶과 지역문화를 전시하는 아카이브센터이다,051-440-4815,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
장기려더나눔센터,관광지,부산광역시 동구 영초윗길 48,부산광역시 동구 초량동 856-31,35.11853593,129.0326526,394.92,화장실+주차장,,,,,,2013-04-01,15,2,장기려박사의 뜻을 기리는 기념관이다,051-440-4815,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
이바구충전소,관광지,부산광역시 동구 영초윗길 25,부산광역시 동구 초량동 974-4,35.11735028,129.034686,76.92,화장실,,,,,,2020-01-01,5,0,프로그램 준비중,051-440-4815,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
168계단 부대시설,관광지,부산광역시 동구 영초윗길26번길 14,부산광역시 동구 초량동 994-520,35.1176995,129.0353474,179.6,화장실,,,,,,2016-04-20,0,0,부산항에서 산복도로를 잇는 가장 빠른 지름길이다,051-440-4815,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
김민부전망대,관광지,부산광역시 동구 영초윗길26번길 14,부산광역시 동구 초량동 994-520,35.1176995,129.0353474,28.8,전기시설,,,,,,2016-04-20,0,0,부산 동구출신의 김민부 시인을 기리기위해 만들어진 전망대이다,051-440-4815,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
유치환의 우체통,관광지,부산광역시 동구 망양로580번길 2,부산광역시 동구 초량동 827-44,35.12209588,129.0338423,133.93,화장실,,,,,,2013-03-08,10,0,청마유치환선생을 기리기 위해 지어진곳 3층에 그리움이있는 느린우체통이 명소이다,051-440-4814,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
소흥관(한중우호센터),관광지,부산광역시 동구 초량중로 36,부산광역시 동구 초량동 546,35.11507608,129.0375502,254.02,화장실,,,,,,2019-08-27,10,0,소흥시와 동구의 우호계약을 맺은 기념으로 만들어진곳으로 한복과 치파오체험을 할수있다,051-440-4811,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
만화체험관,관광지,부산광역시 동구 성북로 42-1,부산광역시 동구 범일동 1405-1,35.13778041,129.0497944,142.08,화장실+주차장,,,,,,2017-05-11,10,2,관광객의 볼거리와 재래시장 활성화를 위해 조성된 웹툰거리 내에 위치한 체험관,051-440-4815,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
안용복기념 부산포개항문화관,관광지,부산광역시 동구 증산로 100,부산광역시 동구 좌천동 722,35.13563677,129.0529467,142.96,화장실,,,,,,2014-02-12,15,0,부산포개항의 역사를 기억하고 독도를 수호한 안용복장군의 정신을 기리기위해 만들어진 문화관이다,051-440-4815,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
좌천동굴,관광지,부산광역시 동구 고관로185번길 1,부산광역시 동구 좌천동 567-2,35.13325838,129.0522683,61,전기시설,,,,,,2016-12-15,5,0,일제강점기때 방공호이자 한국전쟁때 피난처였던 역사를 가진 좌천동의 동굴,051-440-4811,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
만화카페,관광지,부산광역시 동구 성북로 31,부산광역시 동구 좌천동 892-8,35.13675143,129.0496096,159.92,화장실+주차장,,,,,,2021-09-14,10,1,"동구 전역의 산복도로, 북항을 열기구 형태의 VR로 체험할 수 있고, 웹툰 도서 읽을 수 있다.",051-440-4815,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
명란브랜드연구소,관광지,부산광역시 동구 영초윗길 22-1,부산광역시 동구 초량동 994-351,35.117117,129.035016,464.05,화장실,,,,,,2021-11-26,15,0,명란을 토대로 한 지역특화 미식관광 브랜딩 추진의 일환으로 지어진 공간이다.,051-440-4814,부산광역시 동구청 문화체육과,2023-06-19,3270000,부산광역시 동구
농월정,관광지,경상남도 함양군 안의면 농월정길 9-35,경상남도 함양군 안의면 월림리 727-1,35.62464301,127.7815571,138110,도로+주차장+관리사무소+화장실,,,캐빈하우스+오토캠핑장,,,1996-04-18,2000,150,"안의 삼동 중에서 화려한 자연의 미를 간직한 곳이 화림동이다. 화림동은 안의에서 전북 장수군으로 통하는 국도 26호선을 따라 약 4km를 가면 굽이치는 물가에 아담한 마을하나를 발견할 수 있는데, 이 곳이 화림동의 정수 농월정이 있는 곳이다. 화림동은 남덕유산에서 발원하는 금천이 굽이치며 흘러 팔담팔정을 이루었다. 그래서, 옛부터 화림동을 정자문화의 보고라 한다. 지금도 농월정을 비롯한 4개의 고풍스런 정자가 남아 있다. 특히 농월정은 달을 희롱하며 논다는 옛날 우리 선조들의 풍류사상이 깃든 곳, 함양을 찾은 많은 시인과 묵객들이 필히 거쳐간 곳이다. 이 곳 녹수를 사이에 둔 양쪽 산기슭의 송림은 거문고 현을 퉁기는 듯하며, 길게 늘어선 수양버들은 천줄기의 실로 낚시질을 하는 듯 보인다. 맑은 물이 급한 굴곡을 이루는 곳에 커다란 반석이 펼쳐져 있다. 반석위를 흐르는 물이 달빛을 받아 금물결을 이루는 이 곳에 세워진 고색창연한 농월정은 이름 그대로 달을 희롱하고 있는 듯하다. 크기를 짐작할 수 없을 정도로 거대한 월연암이라 이름 붙은 너럭바위 위로 미끄럼타듯 물살이 세차게 흐르고, 물길따라 골이 깊게 패였다. 월연의 맑은 물에서 물장구치며 노는 개구쟁이들의 모습과 아름다운 풍경은 한 폭의 동양화가 되어 지나는 행인의 발걸음을 멈추게 한다.",055-960-4520,경상남도 함양군청,2023-06-21,5460000,경상남도 함양군
속초해수욕장,관광지,강원도 속초시 해오름로 186,강원도 속초시 조양동 1464-7,38.19014712,128.603531,228607,관리사무소+샤워탈의장+공중화장실+도로+주차장,리조트단지(호텔/콘도),해수풀장+X-게임장,해양관+휴게소+전망대+테마거리+조경휴양공간+다목적잔디광장,,,1984-07-06,50000,550,"해안선 길이 약2km, 백사장 길이 약 500m이며 수심이 얕아 가족단위 관광객이 선호하는 속초시 대표 관광지이다.",033-639-2544,강원도 속초시청,2023-06-22,4231000,강원특별자치도 속초시
척산온천,관광지,강원도 속초시 관광로 327,강원도 속초시 노학동 972-1,38.190269,128.5407013,154743,도로+주차장,호텔+아쿠아훼미리호텔+온천호텔+채플+pool빌라,헬스장,설악예방의학센터+월드스파+푸드코드+키즈캠프+레스토랑/카페동,,,2009-05-20,1100,350,"1971년 설립된 온천장으로 지하 4,000km 심도에서 발생한 온천수를 이용하며 설악산과 근접한 위치에 자리잡고 있다.",033-639-2544,강원도 속초시청,2023-06-22,4231000,강원특별자치도 속초시
설악한화리조트,관광단지,강원도 속초시 미시령로 2983번길 111,속초시 장사동 24-1,38.21030027,128.5287216,1314100,주차장+배수지+변전소+도로,휴양콘도미니엄3,골프장+플라잉폭스,온천장+드라마세트장,,,2010-10-08,10000,2000,"천연 온천수를 이용한 온천시설과 물놀이 시설을 갖춘 종합 테마파크이며, 설악 워터피아 등 다양한 부대시설은 완비하고 있다.",033-639-2544,강원도 속초시청,2023-06-22,4231000,강원특별자치도 속초시
우장춘기념관,관광지,부산광역시 동래구 우장춘로62번길 7(온천동),부산광역시 동래구 온천동 850-48,35.213515,129.0720181,1241,화장실,,,,,,1999-10-21,100,2,씨 없는 수박으로 우리 모두에게 잘 알려진 세계적 육종학자인 故우장춘박사의 탄생 1백주년을 맞아 그의 생전 연구 활동 유적지,051-550-6602,동래구 문화시설사업소,2023-06-08,3300000,부산광역시 동래구
장영실과학동산,관광지,부산광역시 동래구 동래역사관길 18(복천동),부산광역시 동래구 복천동 1-2,35.20916308,129.0896688,1177,화장실(2동),,,,,,2009-10-15,10000,50,"동래출신 조선시대 세종당시 최고의 과학자인 장영실이 만든 세계최고의 옛 천문의기 18종 19점을 동래읍성북문광장 1,177㎡에 시비 5억을 투입하여 2009. 6. 16.부터 2009.10.15.까지 4개월에 걸쳐 사업을 완료하였다.",051-550-6604,동래구 문화시설사업소,2023-06-08,3300000,부산광역시 동래구
박차정의사생가,관광지,부산광역시 동래구 명륜로 98번길 129-10(칠산동),부산광역시 동래구 칠산동 319-1,35.20169645,129.090397,379,화장실,,,,,,2005-07-08,50,0,"박차정의사 생가 복원사업은 항일독립운동가이자 한국여성해방운동의 선구자인 박차정의사의 남편 김원봉(임시정부국무위원, 북한노동상, 국가검열상)의 사회주의적 성향으로 군사정부시절 대우를 받지 못하다가 1995년 광복 40주년에 문민정부로부터 “대한민국 건국훈장 독립장”을 추서받은 지 10년만인 2005년 7월 8일 완공하였다.",051-860-7880,동래구 문화시설사업소,2023-06-08,3300000,부산광역시 동래구
금강공원,관광지,부산광역시 동래구 우장춘로 155 (온천동),부산광역시 동래구 온천동 291-1,35.21962513,129.075758,3093953,관리사무소+화장실+주차장,,,,,,1940-11-10,10000,216,"울창한 숲과 기암절벽, 골짜기 마다 흐르는 맑은 시냇물 등이 신선경에 들어선 느낌을 주며, 봄철부터 겨울철에 이르기까지 인적이 끊이지 않는 근린공원으로서 남녀노소 누구나가 즐길 수 있는 휴식처로 사랑을 받고 있다",051-860-7880,부산시설공단,2023-06-08,3300000,부산광역시 동래구
허심청,관광지,부산광역시 동래구 온천장로107번길 32 (온천동),부산광역시 동래구 온천동 137,35.221157,129.0826889,4300,안내데스크+화장실+주차장,,,,,,1991-10-01,3000,200,허심청은 종래의 위락 시설과는 달리 편안하고 즐거운 온천욕과 휴식 및 체력단련을 통한 건강증진을 추구하는 새로운 유형의 도시형 온천건강랜드이다,051-550-2200,호텔농심,2023-06-08,3300000,부산광역시 동래구
복천박물관,관광지,부산광역시 동래구 복천로 63(복천동),부산광역시 동래구 복천동 16-5,35.20877662,129.0911741,4000,안내데스크+화장실+주차장,,,,,,1996-07-26,1000,30,"삼한시대부터 삼국시대까지 부산의 역사를 보여주는 고고전문박물관으로서, 현재 7차에 걸친 발굴조사로 밝혀진 169기의 유구와 각종 토기 및 철기류 등의 유물을 종합 전시하고있다",051-550-0311,복천박물관,2023-06-08,3300000,부산광역시 동래구
충렬사,관광지,부산광역시 동래구 충렬대로 345,부산광역시 동래구 안락동 421-33,35.199577,129.0959922,95804,안내소+화장실(1동)+주차장,,,,,,1972-06-26,10000,10,충렬사는 임진왜란 때 순절한 동래부사 송상현 공을 모시기 위해 1605년(선조 38년) 당시의 동래부사 윤훤(尹暄)이 동래읍성 남문 근처의 농주산에 송공의 위패를 모신 송공사(宋公祠)를 지어 매년 제사를 지낸 것이 그 시초이다. 그 후 1624년(인조 2년) 선위사(宣慰使) 이민구의 청으로 충렬사라는 사액(賜額)이 내려짐에 따라 송공사는 충렬사로 이름이 바뀌었다.,051-523-4223,충렬사관리사무소,2023-06-08,3300000,부산광역시 동래구
해양자연사박물관,관광지,부산광역시 동래구 우장춘로 175 (온천동),부산광역시 동래구 온천동 산 13-1,35.2219498,129.075647,21538,안내소+화장실,,,,,,1994-06-10,1000,0,"1994년 6월 10일 동래구 온천동 금강공원 내에 개관한 부산해양자연사박물관은 전국 최초, 최대규모의 해양자연사분야의 전문박물관으로",051-593-4944,부산해양자연사박물관,2023-06-08,3300000,부산광역시 동래구
서창한옥문화관,관광지,광주광역시 서구 눌재로 420,광주광역시 서구 세하동 559-1,35.11523537,126.8300424,1054.2,화장실+주차장+전기시설+통신시설+상하수도 시설,,,,,,1999-10-02,26,14,"서창한옥문화관은 방문객들에게 전통문화의 우수성과 아름다움을 안내하는 역할을 하면서 동시에 우리나라의 전통가옥인 한옥에 대한 의미를 알리는 곳으로 연중 전통문화강좌, 민속놀이, 예절학당, 한옥스테이 등 다채로운 프로그램을 운영하고 있다. 인근의 관광지로는 서구8경 중 3경인 만귀정, 용두동지석묘, 들녘낙조가 있어 한옥의 운치와 볼거리를 더한다",062-373-1365,서창한옥문화관,2023-06-20,3600000,광주광역시 서구
용대관광지,관광지,강원도 인제군 북면 십이선녀탕길 16,강원도 인제군 북면 용대리 1795,38.18568475,128.3061965,289754,화장실+주차장,펜션+야영장,,조경휴게지+산림욕장,음식점,,1996-06-01,1500,300,"설악산국립공원의 내설악지역에 위치하고 있으며 십이선녀탕, 만해마을, 백담사, 황태덕장, 하천 등이 관광지 주변이 있음",033-460-4312,강원도 인제군청,2023-06-07,4331000,강원특별자치도 인제군
방동관광지,관광지,강원도 인제군 기린면 방동약수로 89-59,강원도 인제군 기린면 방동리 34-5,37.94387136,128.3962628,60900,화장실+주차장,펜션+야영장,,조경휴게지+산림욕장,음식점,,2008-06-01,1000,250,기린면 방동지역에 위치하고 있음,033-460-4312,강원도 인제군청,2023-06-07,4331000,강원특별자치도 인제군
에코촌유스호스텔,관광지,전라남도 순천시 해룡면 생태배움길 123,전라남도 순천시 해룡면 대안리 1055-9,34.92310938,127.5164423,1866,화장실,숙박시설 20개,씨름장,,,에코관+ 생태관+ 식당+ 자가취사장,2013-04-17,150,45,"세계5대 연안습지 순천만, 2013년 440만이 감동한 순천마 정원의 인근에 자리잡은 전국 최초 전통 한옥형 유스호스텔.",061-749-4816,전라남도 순천시청 관광과,2023-07-26,4820000,전라남도 순천시
순천자연휴양림,관광지,전라남도 순천시 서면 청소년수련원길 170,전라남도 순천시 서면 운평리 산160,35.04388083,127.4744949,900000,화장실+ 취사장+ 샤워장,객실 29실+ 캐빈하우스 6동+ 야영장 19면,,숲속치유의집+ 유아숲체험원,,관리사무소,2011-04-09,257,80,2011년 개장한 순천자연휴양림은 피톤치드가 풍부한 침엽수림으로 산책로가 길지않고 대부분이 평지여서 남녀노소 누구나 힐링할수 있는곳임,061-749-8948,전라남도 순천시청 산림과,2023-07-26,4820000,전라남도 순천시
기독교역사박물관,관광지,전라남도 순천시 매산길 61(매곡동),전라남도 순천시 매곡동 179-10,34.96043473,127.4801207,1447,작은 도서관+ 안내데스크,해당없음,해당없음,해당없음,해당없음,해당없음,2012-11-20,100,4,호남기독교 100년의 역사를 품은 순천시 기독교역사박물관은 한국 기독교 선교의 역사를 다양한 유물과 영상을 통해 알기 쉽게 전달하는 공립박물관입니다.,061-749-8858,전라남도 순천시청 문화유산과,2023-07-26,4820000,전라남도 순천시
승주골프장,관광지,전라남도 순천시 별량면 오실길 333,전라남도 순천시 별량면 덕정리 산90-1,34.89477542,127.4482083,630000,주차장,,,,,,2017-05-01,500,400,"63만평의 순천만과 다도해가 내려다 보이는 광활한 대지 위에 자연 그대로 어우러져 동, 남, 중 3개 코스로 펼쳐진 전장 9,682m의 27홀 회원제 골프장입니다.",061-740-8181,전라남도 순천시청 승주읍,2023-07-26,4820000,전라남도 순천시
파인힐스골프장,관광지,전라남도 순천시 주암면 송광사길 99,전라남도 순천시 주암면 문길리 산20-2,35.03454985,127.2723022,1023000,클럽하우스+ 락카룸+ 사우나,골프텔(36객실),27홀,,레스토랑+ 그늘집+ 프로샵,,2004-11-24,480,300,산림의 짙은 솔 내음의 대자연의 청취속에서 어우러진 다이나믹하고 드라마틱한 27홀코스,061-750-9000,전라남도 순천시청 주암면,2023-07-26,4820000,전라남도 순천시
레이크힐스골프장,관광지,전라남도 순천시 주암면 행정1길 77,전라남도 순천시 주암면 행정리 1,35.0453779,127.3092617,1120000,클럽하우스+ 락카룸+ 사우나,골프텔,36홀,,레스토랑+ 프로샵,,2008-03-13,656,400,남도의 따뜻한 기후 아래 사계절 내내 푸른 양잔디에서 라운딩이 가능한 꿈의 필드,061-729-8888,전라남도 순천시청 주암면,2023-07-26,4820000,전라남도 순천시
순천컨트리클럽,관광지,전라남도 순천시 별량면 동화사길 85,전라남도 순천시 별량면 죽산리 447,34.86653556,127.4059214,1620000,골프장,,,,매점+식당,,2007-03-12,160,150,"골프를 즐기면서 순천만과 여수, 고흥 앞바다를 한눈에 내려다볼 수 있는 자연 경관이 아름다운 남도 최고의 힐링골프장이다.",061-720-0000,전라남도 순천시청 별량면,2023-07-26,4820000,전라남도 순천시
부영컨트리클럽,관광지,전라남도 순천시 해룡면 신대로 188,전라남도 순천시 해룡면 신대리 1043,34.94005246,127.5555065,842238,ATM,호텔,골프연습장,,호텔 76객실,,2012-10-03,160,150,자연 친화형 설계로 도심과 가까운 곳에 위치하여 언제든지 부담없이 즐길수 있는 18홀 코스 컨트리클럽,061-816-5500,전라남도 순천시청 해룡면,2023-07-26,4820000,전라남도 순천시
고석정,관광지,강원도 철원군 동송읍 태봉로 1825,강원도 철원군 동송읍 장흥리 20-1,38.18542141,127.2874037,793689,"시설물관리사업소, 주차장, 화장실, 매표소, 오수처리장, 도로 및 광장, 임꺽정상, 분수대관광정보센터, 관광안내소",관광호텔,"다목적운동장, 일반유원시설","잔디광장, 정자, 철원관광정보센터, 농업전시관, 팔각정, 생태탐방로","판매점, 종합휴게소",관광안내소,1977-03-17,166200,628,1977년 국민관광지로 지정된 고석정은 한탄강 중류에 위치한 철원구경의 하나로 강 중앙에 10m 높이의 거대한 기암이 우뚝 솟아 있는 것이 특이한 남한대륙의 유일한 현무암 분출지이며 조선조 초기 임꺽정의 활동무대로도 널리 알려져 있어 많은 전설이 전해지고 있다. 이 곳에서 상류로 약 2km 지점에 직탕폭포와 하류 약 2km 지점에 순담이 위치해 있으며 넓은 잔디광장과 유원시설 등이 있어 어느 때나 관광객이 즐겨 찾고 있다. 또한 시설물관리사업소가 있어 안보관광도 함께 할 수 있는 관광의 최적지이다.,033-450-5534,철원군청 관광과,2020-11-23,4301000,강원특별자치도 철원군
직탕,관광지,강원도 철원군 갈말읍 직탕길 32,강원도 철원군 갈말읍 상사리 552,38.2069247,127.2690548,94530,"도로, 주차장, 화장실, 산책로, 자전거도로, 오수처리장, 관리사무소",,,,,,2001-02-01,85784,192,"천혜의 자연환경을 자랑하는 한탄강 상류지역으로 강을 횡단하여 떨어지는 수직 낙하 폭이 80m의 절벽으로 이루어진 직탕폭포가 있는 곳으로 맑고 깨끗한 풍부한 수량, 빼어난 주상절리 협곡, 절경을 감상하며 뛰어내리는 태봉대교 번지점프, 자연의 맛이 살아 있는 매운탕이 유명한 곳이다. 한탄강 국가지질공원으로 지정받은 지질명소이기도 하다.",033-450-5534,철원군청 관광과,2020-11-23,4301000,강원특별자치도 철원군
그림책도서관,관광지,전라남도 순천시 도서관길 33(동외동),전라남도 순천시 동외동 176,34.9579091,127.4860252,2205,화장실+ 수유실,,,인형극장,카페테리아,,2017-01-01,200,20,그림책원화전시 및 인형극등 체험,061-749-8892,전라남도 순천시청 도서관운영과,2023-07-26,4820000,전라남도 순천시
순천시청소년수련원,관광지,전라남도 순천시 서면 청소년수련원길 167,전라남도 순천시 서면 운평리 774-1,35.04652524,127.4733227,559000,화장실,,,,,,1993-10-22,7500,100,물과 숲 그리고 자연과 사람이 어우러지는 청소년 수련원,061-755-6296,전라남도 순천시청 평생학습과,2023-07-26,4820000,전라남도 순천시
순천용오름마을,관광지,전라남도 순천시 주암면 운룡2길 17,전라남도 순천시 주암면 운룡리 798-1,35.0921171,127.2020571,98300,화장실+ 테마체험관+,숙박시설 5개,,용오름계곡,매점+ 용오름장터,,2011-03-01,100,50,"한봉채취, 천연 밀랍초 만들기, 한봉 분양받기, 꿀벌 관찰 등 다양하고 흥미로운 체험을 할 수 있는 농촌전통테마마을",061-754-2416,전라남도 순천시청 주암면,2023-07-26,4820000,전라남도 순천시
순천향매실마을,관광지,전라남도 순천시 월등면 계월길 138,전라남도 순천시 월등면 계월리 493,35.0622232,127.4045173,925619,체험관 1+ 숙박동 1+ 휴게시설 1+ 화장실 1,숙박시설 1동,해당없음,해당없음,휴게시설,해당없음,2008-02-28,140,42,"50여년전 마을에 매화를 심은것을 시작으로 그 규모가 마을 단위로는 전국 최대 규모이며, 매년 4월이면 마을에는 매화꽃이 피기 시작하여 매화향기와 눈가루를 뿌려놓은듯한 풍경이 아름다운 마을입니다. 군장마을로 넘어가는 고개길에는 장군이 용마를 타고 하늘로 도약하면서 남겼다는 용발태족(용발자국)이 선명하게 남아있으며, 중촌마을에는 당산나무인 수령 500년생 느티나무 두 그루가 마을 입구에 서있어 마을의 오랜역사를 말해준다. 이문마을에는 이택종 선생이 일본에서 가져와 최초로 심은 매화나무로, 향매실마을에서 가장 오래된 매화나무가 자라고 있다.",061-754-2337,전라남도 순천시청 월등면,2023-07-26,4820000,전라남도 순천시
순천생태마을,관광지,전라남도 순천시 승주읍 고산도목길 9,전라남도 순천시 승주읍 도정리 1642-1,35.06648711,127.3602718,200,화장실+ 안내소+ 생태체험관+ 주차장,생태체험관,없음,생태체험관,없음,없음,2006-04-09,600,6,산간마을의 오염되지 않은 환경 속에 도심에서는 볼 수 없는 생명들이 함께하는 곳으로 계곡과 습지가 잘 보존되어 있어 생태교육장으로 안성맞춤,061-755-0141,전라남도 순천시청 승주읍,2023-07-26,4820000,전라남도 순천시
